n_sections,condition_number,tensor_shape_error
6.000000000000000000e+00,4.308804787964954919e+00,2.117769279737273802e-01
6.000000000000000000e+00,1.980470091451362213e+00,5.563892450071709211e-02
6.000000000000000000e+00,2.433429196294045749e+00,1.865813347608578365e-01
6.000000000000000000e+00,2.421834390810990723e+00,6.599933948539828121e-02
6.000000000000000000e+00,2.439443457468404741e+00,1.005098432737920877e-01
6.000000000000000000e+00,2.145348695353989310e+00,7.132568966267657795e-02
6.000000000000000000e+00,2.571339043673761093e+00,5.242785044474477379e-02
6.000000000000000000e+00,2.351321283101626136e+00,8.705593170691987293e-02
6.000000000000000000e+00,2.012329134715345802e+00,1.010897206628785516e-01
6.000000000000000000e+00,3.284489811227097711e+00,1.299884595783175334e-01
6.000000000000000000e+00,2.316413761314810582e+00,9.829417365838816201e-02
6.000000000000000000e+00,2.877017635106039695e+00,1.433312779540680815e-01
6.000000000000000000e+00,1.889649855084745145e+00,7.889791258305592359e-02
6.000000000000000000e+00,2.504223422441415714e+00,1.882562051166919992e-01
6.000000000000000000e+00,1.739834058776652759e+00,9.706405361524268749e-02
6.000000000000000000e+00,1.856282568054471227e+00,1.317039238976355497e-01
6.000000000000000000e+00,4.614139814727533206e+00,1.692449855902808387e-01
6.000000000000000000e+00,5.725567741370429786e+00,8.242462237030556693e-02
6.000000000000000000e+00,2.120063273182343000e+00,5.766297968130960905e-02
6.000000000000000000e+00,2.442662704273887986e+00,9.639198308991960007e-02
6.000000000000000000e+00,2.701485649763036623e+00,9.119840653614891268e-02
6.000000000000000000e+00,1.986770959642042422e+00,3.532613015308932319e-02
6.000000000000000000e+00,5.826019200797440512e+00,1.014312710475980817e-01
6.000000000000000000e+00,2.970121230773091980e+00,1.668302446996191568e-01
6.000000000000000000e+00,2.338592139463763875e+00,8.833769090406698443e-02
6.000000000000000000e+00,3.020937971648863130e+00,1.268356470455249962e-01
6.000000000000000000e+00,2.084474587521645716e+00,8.456941816073146323e-02
6.000000000000000000e+00,2.162616840676212515e+00,8.270251461784514091e-02
6.000000000000000000e+00,1.959889137305643736e+00,9.631572333958514365e-02
6.000000000000000000e+00,3.303235440664005207e+00,1.056620862120400961e-01
6.000000000000000000e+00,2.092204982617765996e+00,6.193153671845234853e-02
6.000000000000000000e+00,2.021869449132167151e+00,1.459439462393034570e-01
6.000000000000000000e+00,2.244504531723448437e+00,6.581127662110280996e-02
6.000000000000000000e+00,3.255183517640309443e+00,1.670400142340390526e-01
6.000000000000000000e+00,2.083190918284594240e+00,1.079518317345317668e-01
6.000000000000000000e+00,2.423783615370918021e+00,9.414294044186184707e-02
6.000000000000000000e+00,2.630415233898892424e+00,8.952968239812314488e-02
6.000000000000000000e+00,1.655556830340725982e+00,4.126850255539992601e-02
6.000000000000000000e+00,1.833795132477295864e+00,2.670837062296129924e-02
6.000000000000000000e+00,2.152623159057515334e+00,1.153629214543812065e-01
6.000000000000000000e+00,3.020066999511911821e+00,2.058378206197748472e-01
6.000000000000000000e+00,2.721791339323296643e+00,1.719864014827761356e-01
6.000000000000000000e+00,3.395908209864797023e+00,7.777124648427706510e-02
6.000000000000000000e+00,2.215906777465883604e+00,1.104778710519893348e-01
6.000000000000000000e+00,3.305967645307637870e+00,2.162248804140430303e-01
6.000000000000000000e+00,2.406892957217362294e+00,3.711874325949007791e-02
6.000000000000000000e+00,2.717304797109814984e+00,1.214896376826916369e-01
6.000000000000000000e+00,4.575723531889854812e+00,1.414360699245953146e-01
6.000000000000000000e+00,2.595230389061299991e+00,1.663976830926948147e-01
6.000000000000000000e+00,3.921054246556070044e+00,5.307153277336244812e-02
6.000000000000000000e+00,2.395413075986375429e+00,1.252127577355177102e-01
6.000000000000000000e+00,5.381034328321852023e+00,2.442470815840468712e-01
6.000000000000000000e+00,4.849607511802748405e+00,1.710942134694582450e-01
6.000000000000000000e+00,2.579280016977736345e+00,1.004761724243394966e-01
6.000000000000000000e+00,2.855536475125747042e+00,1.660912428518761599e-02
6.000000000000000000e+00,3.660645788237044673e+00,1.824816451200657053e-01
6.000000000000000000e+00,2.345107360578714051e+00,1.607570781318501951e-01
6.000000000000000000e+00,2.514537239217979447e+00,1.023246437339401099e-01
6.000000000000000000e+00,2.585648509327660882e+00,6.491235284440753650e-02
6.000000000000000000e+00,4.378228039986465703e+00,1.608760669691142453e-01
6.000000000000000000e+00,3.763216976525183277e+00,8.203461014277114993e-02
6.000000000000000000e+00,1.950566635152649164e+00,1.111989763156506494e-01
6.000000000000000000e+00,2.456767145020783527e+00,1.587506965851405161e-01
6.000000000000000000e+00,2.311270822772899081e+00,8.682019692756078044e-02
6.000000000000000000e+00,2.321879399321470583e+00,1.526313043093355248e-01
6.000000000000000000e+00,7.031872302958192655e+00,1.174470932662264044e-01
6.000000000000000000e+00,2.371221384546942090e+00,7.306668191071885587e-02
6.000000000000000000e+00,4.544633950133500022e+00,1.057612378218358018e-01
6.000000000000000000e+00,2.532762845865410561e+00,6.437916080242432615e-02
6.000000000000000000e+00,2.392604355674906369e+00,1.434038288186041676e-01
6.000000000000000000e+00,3.637096342380828684e+00,1.795021990847989746e-01
6.000000000000000000e+00,3.146790045799981783e+00,4.749164934939866661e-02
6.000000000000000000e+00,2.285190538336874688e+00,1.153972880622898128e-01
6.000000000000000000e+00,2.545555019586588141e+00,1.738958137586736341e-01
6.000000000000000000e+00,2.696314871993927387e+00,5.875790828520250503e-02
6.000000000000000000e+00,2.216792587103846301e+00,8.244613866102441790e-02
6.000000000000000000e+00,2.322634974917037187e+00,4.366964927548255132e-02
6.000000000000000000e+00,2.141722376103960990e+00,1.060389089254667044e-01
6.000000000000000000e+00,2.129084660445014432e+00,1.153656934351158375e-01
6.000000000000000000e+00,2.239911708333091944e+00,7.581024502645036800e-02
6.000000000000000000e+00,3.075581277986118689e+00,1.403714231871583951e-01
6.000000000000000000e+00,1.905989799643622806e+00,4.932522295936804524e-02
6.000000000000000000e+00,2.118954917054300058e+00,1.009806690222561226e-01
6.000000000000000000e+00,2.354390395747047116e+00,1.181539622233047510e-01
6.000000000000000000e+00,2.443137232388760793e+00,8.681806057988590564e-02
6.000000000000000000e+00,2.918045985449953417e+00,8.181537404396692359e-02
6.000000000000000000e+00,2.173908686448551286e+00,1.513221768673474188e-01
6.000000000000000000e+00,2.273367417609068131e+00,9.572525128240427783e-02
6.000000000000000000e+00,2.061814650113173997e+00,1.141935236912584029e-01
6.000000000000000000e+00,3.042211264500740420e+00,6.524776110388200157e-02
6.000000000000000000e+00,4.013434678420738422e+00,1.309882025554886809e-01
6.000000000000000000e+00,3.058156273303048955e+00,1.085062458630901561e-01
6.000000000000000000e+00,2.095912313267163096e+00,1.465771559334888563e-01
6.000000000000000000e+00,2.314764416835845662e+00,1.515624792058432868e-01
6.000000000000000000e+00,2.008710267213745571e+00,1.095813165258031213e-01
6.000000000000000000e+00,3.799182448065526962e+00,1.038508152663337458e-01
6.000000000000000000e+00,5.435252119075765442e+00,1.814081279266369640e-01
6.000000000000000000e+00,2.268993069569330778e+00,7.161075684687830123e-02
6.000000000000000000e+00,1.849338811539362082e+00,1.180826585874120843e-01
6.000000000000000000e+00,2.699231123587932490e+00,1.040461741982006139e-01
6.000000000000000000e+00,2.448257993808540256e+00,9.715716327712613232e-02
6.000000000000000000e+00,6.240331107017301093e+00,2.855535103489305615e-01
6.000000000000000000e+00,2.251506920892802466e+00,1.041502825127868931e-01
6.000000000000000000e+00,2.764858288439279388e+00,1.446901033036371020e-01
6.000000000000000000e+00,2.713898564303180994e+00,6.079896542633266704e-02
6.000000000000000000e+00,3.498836701092147283e+00,9.518758854595070484e-02
