experiment,seed,porosity,anisotropy_true,section_size,theta_step_deg,interpolation_order,anisotropy_recovered,tensor_shape_error,orientation_error_deg,condition_number
fov,900508,0.25,3.0,96,5.0,1,2.562007421655361,0.17339920949597823,23.989530349118645,1.4142135623730947
fov,900508,0.25,3.0,112,5.0,1,2.512741648674817,0.16360980000902267,16.03839544823619,1.4142135623730947
fov,900508,0.25,3.0,128,5.0,1,2.775520397818493,0.1985425370066349,23.213335147896576,1.4142135623730947
fov,900508,0.25,3.0,144,5.0,1,2.7453628140719806,0.19601643576907815,18.8740391530564,1.4142135623730947
angular,900508,0.25,3.0,128,2.5,1,2.7748412863710503,0.19851801311543849,23.190104727065258,1.4142135623730951
angular,900508,0.25,3.0,128,5.0,1,2.775520397818493,0.1985425370066349,23.213335147896576,1.4142135623730947
angular,900508,0.25,3.0,128,10.0,1,2.7733896942518323,0.19869919319480925,23.2471984537397,1.414213562373095
angular,900508,0.25,3.0,128,15.0,1,2.777129441895037,0.19782673155125743,23.179483262871383,1.4142135623730951
angular,900508,0.25,3.0,128,30.0,1,2.784233639709896,0.19815524876834795,23.568529205387417,1.4142135623730954
interpolation,900508,0.25,3.0,104,5.0,0,2.7756852276022643,0.05079061477494828,2.255595683945546,2.3124328910157046
interpolation,900508,0.25,3.0,104,5.0,1,2.749901265149572,0.054080487124283066,3.7492255531361938,2.3124328910157046
fov,900509,0.25,3.0,64,5.0,1,3.0885954764509593,0.14761603146580307,4.994448406403418,1.4142135623730947
fov,900509,0.25,3.0,80,5.0,1,2.76077762715347,0.19913050934496032,9.015748846052523,1.4142135623730947
fov,900509,0.25,3.0,96,5.0,1,3.1043392010059896,0.1613176873798635,15.070110186603289,1.4142135623730947
fov,900509,0.25,3.0,112,5.0,1,2.635115602986621,0.16210764181200993,9.947674524116431,1.4142135623730947
fov,900509,0.25,3.0,128,5.0,1,2.758292933229012,0.08213031954331011,6.404160629187911,1.4142135623730947
fov,900509,0.25,3.0,144,5.0,1,2.8574315168547635,0.07330330123457166,4.117664893581663,1.4142135623730947
angular,900509,0.25,3.0,128,2.5,1,2.7582057802349262,0.0821635689089239,6.405499298219103,1.4142135623730951
angular,900509,0.25,3.0,128,5.0,1,2.758292933229012,0.08213031954331011,6.404160629187911,1.4142135623730947
angular,900509,0.25,3.0,128,10.0,1,2.759948633843322,0.08238960097141948,6.460558910481349,1.414213562373095
angular,900509,0.25,3.0,128,15.0,1,2.759058746366948,0.08165917014966069,6.374945450633403,1.4142135623730951
angular,900509,0.25,3.0,128,30.0,1,2.760255184108824,0.07999498273467881,6.24058579405748,1.4142135623730954
interpolation,900509,0.25,3.0,104,5.0,0,2.381348838793152,0.1770401982005217,1.2448124222435744,2.3124328910157046
interpolation,900509,0.25,3.0,104,5.0,1,2.3790922541896804,0.18045816178811452,1.717936609754439,2.3124328910157046
fov,900510,0.25,3.0,64,5.0,1,3162.277659838943,109.27639070008853,18.071322321253998,1.4142135623730947
fov,900510,0.25,3.0,80,5.0,1,9.459398803728616,1.1522821481075975,15.3525887424912,1.4142135623730947
fov,900510,0.25,3.0,96,5.0,1,6.205843967982616,0.6353154128655774,10.59325255279953,1.4142135623730947
fov,900510,0.25,3.0,112,5.0,1,9.78483250691472,1.2521874864102205,13.414534500682263,1.4142135623730947
fov,900510,0.25,3.0,128,5.0,1,30.104313731566382,3.871891802209965,12.126134112612924,1.4142135623730947
fov,900510,0.25,3.0,144,5.0,1,9.250390959310039,1.27633481247461,8.588517093852591,1.4142135623730947
angular,900510,0.25,3.0,128,2.5,1,28.824202953331312,3.733492535598229,12.13526527026655,1.4142135623730951
angular,900510,0.25,3.0,128,5.0,1,30.104313731566382,3.871891802209965,12.126134112612924,1.4142135623730947
angular,900510,0.25,3.0,128,10.0,1,37.163884003366434,4.600491864737054,12.08192285900938,1.414213562373095
angular,900510,0.25,3.0,128,15.0,1,46.33510832017238,5.4878461600933885,12.10967510261,1.4142135623730951
angular,900510,0.25,3.0,128,30.0,1,33.093327077092795,4.184985920529,11.892660969631754,1.4142135623730954
interpolation,900510,0.25,3.0,104,5.0,0,2.936858647889785,0.1172248953363996,7.332908177214329,2.3124328910157046
interpolation,900510,0.25,3.0,104,5.0,1,2.9518214141876524,0.11384847891324373,7.365019393534897,2.3124328910157046
fov,900511,0.25,3.0,64,5.0,1,2.235719652837919,0.612664238758314,14.040923212754567,1.4142135623730947
fov,900511,0.25,3.0,80,5.0,1,2.587770293458537,0.5548178621382676,15.389921363179953,1.4142135623730947
fov,900511,0.25,3.0,96,5.0,1,2.559939165157336,0.43315648881765106,12.19635327904799,1.4142135623730947
fov,900511,0.25,3.0,112,5.0,1,2.7280399446379775,0.32313898597445584,12.119396372412199,1.4142135623730947
fov,900511,0.25,3.0,128,5.0,1,2.8362417950558387,0.22369344148422057,10.963758838069177,1.4142135623730947
fov,900511,0.25,3.0,144,5.0,1,3.108932566480144,0.17004174527534663,9.678446653275264,1.4142135623730947
angular,900511,0.25,3.0,128,2.5,1,2.835861961589372,0.22381940306014125,10.965491725186421,1.4142135623730951
angular,900511,0.25,3.0,128,5.0,1,2.8362417950558387,0.22369344148422057,10.963758838069177,1.4142135623730947
angular,900511,0.25,3.0,128,10.0,1,2.8391288824076413,0.22329975568195073,10.969522427156218,1.414213562373095
angular,900511,0.25,3.0,128,15.0,1,2.8294468874788024,0.22407653334056807,11.024527880529128,1.4142135623730951
angular,900511,0.25,3.0,128,30.0,1,2.816284645924377,0.2250085859616438,11.150917450055719,1.4142135623730954
interpolation,900511,0.25,3.0,104,5.0,0,3.0463131850822354,0.1939493346478719,12.045028373327169,2.3124328910157046
interpolation,900511,0.25,3.0,104,5.0,1,3.0220122393328164,0.195726144021478,12.041122582666933,2.3124328910157046
fov,900512,0.25,3.0,64,5.0,1,3162.277660796473,129.6176507197675,3.2776156303565833,1.4142135623730947
fov,900512,0.25,3.0,80,5.0,1,3162.277661211334,121.97642038933898,9.112274141236153,1.4142135623730947
fov,900512,0.25,3.0,96,5.0,1,3162.2776606688985,116.17330378679424,6.248062176938704,1.4142135623730947
fov,900512,0.25,3.0,112,5.0,1,3162.2776601865035,134.23188683241779,5.530357225049696,1.4142135623730947
fov,900512,0.25,3.0,128,5.0,1,3162.277659466123,123.68504719924745,6.378956279476063,1.4142135623730947
fov,900512,0.25,3.0,144,5.0,1,4.193238284608945,0.3893254372305516,4.279710325047964,1.4142135623730947
angular,900512,0.25,3.0,128,2.5,1,3162.2776605257113,123.68019897590365,6.378459676951768,1.4142135623730951
angular,900512,0.25,3.0,128,5.0,1,3162.277659466123,123.68504719924745,6.378956279476063,1.4142135623730947
angular,900512,0.25,3.0,128,10.0,1,3162.2776618224543,123.75547230420156,6.339165489861896,1.414213562373095
angular,900512,0.25,3.0,128,15.0,1,3162.2776603572092,123.78314892683309,6.424023594183409,1.4142135623730951
angular,900512,0.25,3.0,128,30.0,1,22.63190773442608,3.6537710310012006,6.781887562742102,1.4142135623730954
interpolation,900512,0.25,3.0,104,5.0,0,3.818335657966506,0.4581663775648575,25.90149617354788,2.3124328910157046
interpolation,900512,0.25,3.0,104,5.0,1,3.8053583868909246,0.4498735947533477,26.267350133205742,2.3124328910157046
