subvolume_id,n_per_orientation,total_sections,E_median,E_q1,E_q3,E_p05,E_p95,A_ref,A_sparse_median,A_sparse_q1,A_sparse_q3,abs_A_error,eta_sparse_median,phi_rms_median,orientation_reliable
G15,3,9,0.10655864378555206,0.08569250599222829,0.1376349679982142,0.056638069443692984,0.17829167661240472,1.1246973019381703,1.1757907862094712,1.1360147591581566,1.220806972819234,0.05109348427130089,0.11329416686732126,0.0181532347030584,False
G15,5,15,0.08300258180773853,0.06604341922097892,0.09851187833779308,0.044119195225923155,0.12274040936720543,1.1246973019381703,1.1460414270986814,1.1177645082335474,1.1792877195371583,0.021344125160511096,0.11973787455255626,0.012753037428065515,False
G15,7,21,0.06840052970250801,0.055586182704903286,0.08113115414980379,0.03895988218928615,0.0997700555248686,1.1246973019381703,1.1374797249107629,1.1142990692491377,1.1607269599497099,0.012782422972592578,0.12444987085482799,0.009749646730583579,False
G16,1,3,0.19421931252225627,0.14947481688368489,0.24210367502584967,0.10314689173437078,0.329817096960299,1.1714388552355979,1.330331603688038,1.2595811962630759,1.428097545619946,0.15889274845244006,0.06770688878056147,0.02805651496057066,False
G16,3,9,0.11021956509622827,0.08649657934699409,0.14325673431673397,0.0560133698063017,0.19111356222658143,1.1714388552355979,1.2639524971847749,1.2148969960923668,1.3150922439686936,0.092513641949177,0.11532076615226261,0.015693985592376683,False
G16,5,15,0.08692630224038828,0.06888377730612255,0.11128528215077882,0.044592426839412565,0.14773237633856134,1.1714388552355979,1.242849137515562,1.203261028927121,1.2853536651417894,0.07141028227996404,0.1232288216243475,0.011421434686104098,False
G16,7,21,0.07113455223624116,0.05632233418838935,0.09106275795683628,0.03878217360023143,0.118656590836504,1.1714388552355979,1.2484302892351153,1.2052644357215834,1.2757371501580757,0.07699143399951747,0.12846670186656617,0.00874941164752003,False
G17,1,3,0.15405774710198344,0.1220744914158409,0.18568689447699982,0.08502247617037935,0.2527398819497566,1.2118937452568719,1.3087564522753223,1.2515583422815935,1.3575352389075814,0.09686270701845046,0.05187277835758436,0.01707455994766215,False
G17,3,9,0.07906620237598748,0.06530295954940261,0.10066223973700374,0.039484897915141426,0.12624631286611973,1.2118937452568719,1.236027809484444,1.2104186724043193,1.2763510430103449,0.024134064227572027,0.08170730931506504,0.009305197584751367,False
G17,5,15,0.057652680503295126,0.04404033942059044,0.07022968392480855,0.031151293588156395,0.0940918472738989,1.2118937452568719,1.2292529771118335,1.2036002591034503,1.2545331940622009,0.017359231854961577,0.08757983073300155,0.006740324707501578,False
G17,7,21,0.04661694717608367,0.038351356942710475,0.05595198741129409,0.027026609075544532,0.06989437008714225,1.2118937452568719,1.2195416321971022,1.2053184689387968,1.2423563757493667,0.007647886940230331,0.09242431749584173,0.004954105245687776,False
G18,1,3,0.21301133937629976,0.16917478092257623,0.26287960145429684,0.11042990258620528,0.35899030881938004,1.317335870208106,1.4993714729425345,1.3653130991493918,1.6136074249639871,0.18203560273442854,0.07140856007976215,0.02728143793577598,True
