subvolume_id,n_per_orientation,total_sections,E_median,E_q1,E_q3,E_p05,E_p95,A_ref,A_sparse_median,A_sparse_q1,A_sparse_q3,abs_A_error,eta_sparse_median,phi_rms_median,orientation_reliable,n_attempted,n_valid,n_invalid,valid_fraction
G15,1,3,0.31812846567002423,0.22443928895542767,0.46083192065410494,0.14510353290329736,0.7841045623187951,1.3189508012275877,1.6025015985484456,1.3710813332600305,1.8694097828482938,0.283550797320858,0.15811531354748026,0.025920933846428303,False,200,200,0,1.0
G15,3,9,0.17044106093178618,0.1286877415422851,0.23292431479162873,0.08491470722357149,0.34372594726270606,1.3189508012275877,1.3469918049498446,1.2674781323739466,1.4544815991222402,0.02804100372225693,0.28349426870297456,0.014884565781919667,False,200,200,0,1.0
G15,5,15,0.125622261762935,0.0924605344394405,0.16018094390274187,0.060015081127307315,0.21847679201414297,1.3189508012275877,1.3002394664024444,1.2429470383994716,1.3711613595446335,0.01871133482514331,0.3096963124681139,0.010796772283992218,False,200,200,0,1.0
G15,7,21,0.10820356685991755,0.09009224582324404,0.12952558727346172,0.06393657408561043,0.1738376849259829,1.3189508012275877,1.2869447063152468,1.235353407971063,1.3526006576818284,0.032006094912340854,0.3114935485978117,0.008657942579013617,False,200,200,0,1.0
G16,1,3,0.3307026746040629,0.22752033845170375,0.46640568524713705,0.1486002290580549,0.8215736045832026,1.1432587270087382,1.5114737192237357,1.3468790640404311,1.746486030934995,0.36821499221499754,0.14392633081730588,0.047802503524158685,False,200,200,0,1.0
G16,3,9,0.20865236659856995,0.14172979932415147,0.2728659863061475,0.0920675682114071,0.3636951851380016,1.1432587270087382,1.3082366436062056,1.2346742288074004,1.4224083780589734,0.1649779165974674,0.23231565584045727,0.02632139037966915,False,200,200,0,1.0
G16,5,15,0.14702607402411028,0.10587328263589808,0.20110700185168648,0.07897321871888578,0.27761735675536975,1.1432587270087382,1.237831605953632,1.1898219306588,1.2956334387911843,0.09457287894489386,0.24616882900495346,0.017835745462982992,False,200,200,0,1.0
G16,7,21,0.12702897872995275,0.10169984379861226,0.15478045442414218,0.06933996644456941,0.21696781123931091,1.1432587270087382,1.2092758826726837,1.175347738238392,1.2358439914099233,0.0660171556639455,0.2488107586253501,0.0135933407625731,False,200,200,0,1.0
G17,1,3,0.23278571730545322,0.1625969517918881,0.33856928827617283,0.10776143803090861,0.5393146589256893,1.0906274331774473,1.3098809111529728,1.2003892682614006,1.4721851007330646,0.21925347797552552,0.1010707721345817,0.03144120907501484,False,200,200,0,1.0
G17,3,9,0.13185734991490033,0.08885643826782656,0.17533873509873277,0.04967425690632575,0.2528365415117396,1.0906274331774473,1.1811222766371308,1.129909631344846,1.2341933200277433,0.0904948434596835,0.22688174464064356,0.013874211902256326,False,200,200,0,1.0
G17,5,15,0.09083811878086259,0.06462690075196448,0.12761817284936738,0.038210766470440166,0.19323111947601782,1.0906274331774473,1.1289783312763206,1.0982713976990182,1.1630818705992538,0.038350898098873376,0.24826865310506838,0.008982098984894996,False,200,200,0,1.0
G17,7,21,0.0772709924863968,0.05720605419236356,0.10449500051554056,0.03553603438478114,0.1607304400602969,1.0906274331774473,1.0979146353122964,1.0763068463814784,1.1241429107902254,0.0072872021348491245,0.24412218241114453,0.00710151675435609,False,200,200,0,1.0
G18,1,3,0.2201269405581031,0.156371173845925,0.30090747830594905,0.08602520109907907,0.43529915578238976,1.2534373005068355,1.4304143697689655,1.353381162878542,1.5588211256530573,0.17697706926212997,0.1001105719828746,0.038630767770937664,False,200,200,0,1.0
G18,3,9,0.12941306313719309,0.0911696763409176,0.16332403688316519,0.0602157902728206,0.22174999065022616,1.2534373005068355,1.3285189914556836,1.2915096886150499,1.3783345747131839,0.07508169094884809,0.15960114683638288,0.019961179336185585,False,200,200,0,1.0
G18,5,15,0.08248890635876586,0.061085642955211725,0.10536345773946715,0.0378499839090194,0.14452258569019225,1.2534373005068355,1.2910557181206652,1.2613114345891203,1.3242170423706183,0.03761841761382967,0.1667974957868152,0.014965602295749711,False,200,200,0,1.0
G18,7,21,0.06604034198693699,0.05163329606199664,0.09140551858493509,0.03181770468009971,0.12297574493211039,1.2534373005068355,1.2830993582036396,1.2596888383969005,1.3047772096319665,0.02966205769680408,0.17303501601487836,0.010473696930055645,False,200,200,0,1.0
G19,1,3,0.2568482161493766,0.16971671422370213,0.3505568427633757,0.10404503701550964,0.42546352679854993,1.2288895966356692,1.466277614775938,1.3611812054760521,1.6036613662320605,0.23738801814026878,0.11105064614364843,0.03478997691616433,True,200,200,0,1.0
G19,3,9,0.13655452437100302,0.09558615073099028,0.18829048142241717,0.05292431355733517,0.28202109575609124,1.2288895966356692,1.3219043480126782,1.2797595899244898,1.3808404078004008,0.09301475137700899,0.1858308999324482,0.018976379242740714,True,200,200,0,1.0
G19,5,15,0.09872612164183052,0.07446273088292299,0.1363628671304502,0.05087949124176101,0.20560384037293866,1.2288895966356692,1.2926779968078619,1.2694084277006645,1.3196379162718699,0.06378840017219267,0.1930812603497749,0.01247142487325577,True,200,200,0,1.0
G19,7,21,0.09201257045176817,0.06666430654298858,0.12759546027946447,0.039809650968160665,0.16705206595121577,1.2288895966356692,1.2795644764282463,1.2596769029628747,1.3109514696171811,0.05067487979257712,0.19661611979540067,0.010691846717928374,True,200,200,0,1.0
G20,1,3,0.2516965689536499,0.19416204728166608,0.3265030988443274,0.10959903306424508,0.42070296089079035,1.2803912238795307,1.4821958433397864,1.3842013408705898,1.618466376911989,0.20180461946025563,0.11423495186372717,0.02940316692025577,True,200,200,0,1.0
G20,3,9,0.14363106086127586,0.10331398351295916,0.18201439413384868,0.07039009576195986,0.24306544217576764,1.2803912238795307,1.340925998138001,1.2938286541815556,1.3833112346499497,0.060534774258470314,0.164075589893024,0.014885406361699043,True,200,200,0,1.0
G20,5,15,0.09384198760938406,0.06895041216192836,0.12314095726626682,0.05063351312159167,0.1668716843495827,1.2803912238795307,1.293019414256732,1.2653759443694432,1.3303297460867225,0.012628190377201198,0.18198245244619873,0.012034199938837191,True,200,200,0,1.0
G20,7,21,0.07562589055812835,0.057383098443978514,0.09214611428686657,0.041642237236250025,0.13138777541438382,1.2803912238795307,1.2825394290520529,1.260286275808671,1.3133870314618301,0.002148205172522122,0.18753929318812482,0.010399956227125872,True,200,200,0,1.0
G21,1,3,0.53658888808758,0.3613133185878941,1.0160613722754241,0.18077398441739223,362.30926807645426,1.1628820213926092,1.8150024141185428,1.5003155117021711,3.041695975209231,0.6521203927259336,0.3282476796135652,0.05181920287465288,False,200,200,0,1.0
G21,3,9,0.29105836782020345,0.19613381974837413,0.389231783463616,0.12258668454714453,0.5867557010861207,1.1628820213926092,1.358718304418196,1.240835405435674,1.5062235047004422,0.19583628302558687,0.4960961211561943,0.023338067115448027,False,200,200,0,1.0
G21,5,15,0.22895200491467643,0.171552729357236,0.2956204207477694,0.10343844407377685,0.45018976544260514,1.1628820213926092,1.2500927663829446,1.1737387391726735,1.359534893002289,0.08721074499033543,0.5159837809852912,0.016579093290364364,False,200,200,0,1.0
G21,7,21,0.2169393751130702,0.1709702027952898,0.2693830186676268,0.11712027270288188,0.33193835718548864,1.1628820213926092,1.22206946999105,1.1731975701218689,1.2832495222578644,0.05918744859844072,0.523101233124832,0.013670844319937887,False,200,200,0,1.0
G22,1,3,0.5768058709267272,0.341708826482222,0.9248173216539657,0.19796181635194812,356.81891345034006,1.2674115324720756,1.9017664183339686,1.498108330110378,3.071318486772441,0.634354885861893,0.35909474708837175,0.04483803339179553,True,200,171,29,0.855
G22,3,9,0.31326811148535394,0.20414450885940166,0.5123231123156753,0.08881465785031256,1.2349115096432706,1.2674115324720756,1.5643062730000485,1.3070262983237533,1.9735456536808713,0.29689474052797293,0.5376320725392167,0.023869353314677905,True,200,200,0,1.0
G22,5,15,0.251530590607717,0.1638705503282034,0.3506049816604167,0.09020027960988275,0.5440353792292474,1.2674115324720756,1.4691257787948153,1.320737208333202,1.6808284439054606,0.2017142463227397,0.55048972706084,0.014451298354728106,True,200,200,0,1.0
G22,7,21,0.20763648717466038,0.15028364699697688,0.3022042398604953,0.07887162593776424,0.39957126059520254,1.2674115324720756,1.4631192992211055,1.285552323155845,1.6346262548216777,0.1957077667490299,0.5627064071067691,0.011803808045673995,True,200,200,0,1.0
